Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Power,Seats,Price,Brand,Model
Mumbai,2017,164.31676725154983,Diesel,Manual,First,22.54,88.73,5,1.9387416595767009,Hyundai,I20
Coimbatore,2018,178.65889286570652,Petrol,Automatic,First,24.07,67.1,5,1.5173226235262947,Maruti,Alto
Coimbatore,2016,217.69703718700444,Diesel,Manual,First,20.5,126.2,5,2.626116818339524,Hyundai,Creta
Mumbai,2016,131.76494222667878,Petrol,Manual,First,18.0,86.7,5,1.7316555451583497,Honda,Amaze
Kochi,2016,222.97085011274456,Diesel,Manual,First,21.19,88.73,5,1.824549292051046,Hyundai,I20
Delhi,2014,219.08902300206645,Petrol,Manual,First,23.1,67.04,5,1.1786549963416462,Maruti,Celerio
Kolkata,2009,214.47610589527216,Diesel,Automatic,First,16.55,147.51,5,2.1400661634962708,Audi,A4
Bangalore,2016,281.0693864511039,Diesel,Manual,First,24.8,88.7,5,1.9810014688665833,Hyundai,Verna
Pune,2013,238.74672772626644,Diesel,Manual,First,21.8,78.0,5,1.5282278570085572,Renault,Fluence
Delhi,2016,172.4934781375806,Petrol,Manual,First,16.2,74.0,5,1.667706820558076,Volkswagen,Polo
Ahmedabad,2012,223.8816651715812,Diesel,Manual,First,17.0,70.0,5,0.6418538861723947,Tata,Indigo
Kochi,2012,239.13176284216198,Petrol,Manual,First,20.36,78.9,5,1.128171090909654,Hyundai,I10
Mumbai,2007,273.8612787525831,Diesel,Automatic,Second,16.46,258.0,5,2.2512917986064953,Bmw,7 Series
Mumbai,2015,161.24515496597098,Diesel,Automatic,First,17.01,126.2,5,2.5376572151735295,Hyundai,Creta
Delhi,2016,148.75819305167698,Petrol,Manual,First,18.9,82.0,5,1.4469189829363254,Hyundai,Grand
Hyderabad,2011,357.61291922971685,Diesel,Manual,First,21.1,73.9,5,1.0818051703517284,Maruti,Ritz
Hyderabad,2006,303.31501776206204,Diesel,Manual,First,10.5,120.0,8,1.2383742310432684,Mahindra,Scorpio
Hyderabad,2011,246.23972059763227,Petrol,Manual,First,19.81,68.05,5,1.1939224684724346,Hyundai,I10
Hyderabad,2014,300.0,Diesel,Manual,First,14.0,138.1,7,2.0794415416798357,Tata,Safari
Kolkata,2009,242.8991560298224,Petrol,Manual,First,13.5,130.0,5,0.9969486348916096,Honda,Civic
Hyderabad,2012,243.50154003619772,Petrol,Manual,First,18.2,67.1,5,0.9932517730102834,Maruti,Zen
Mumbai,2012,284.17072333370305,Diesel,Manual,Second,23.4,74.0,5,1.5040773967762742,Maruti,Swift
Delhi,2015,200.0,Diesel,Manual,Second,13.0,168.5,7,2.9311937524164198,Toyota,Fortuner
Pune,2014,320.9361307176242,Diesel,Manual,Second,28.4,74.0,5,1.6582280766035324,Maruti,Swift
Pune,2017,219.08902300206645,Diesel,Manual,First,28.4,73.75,5,1.791759469228055,Maruti,Dzire
Kolkata,2014,202.48456731316588,Petrol,Manual,First,18.9,82.0,5,1.144222799920162,Hyundai,Grand
Jaipur,2016,161.24515496597098,Petrol,Manual,First,25.17,53.3,5,0.9360933591703348,Renault,Kwid
Jaipur,2012,173.20508075688772,Petrol,Manual,Second,15.64,64.08,5,0.8329091229351039,Tata,Indigo
Hyderabad,2014,273.173937263422,Diesel,Manual,First,20.0,68.05,5,1.7316555451583497,Ford,Figo
Kochi,2015,218.80813513212894,Diesel,Automatic,First,15.15,240.0,5,3.875773872753025,Porsche,Cayenne
Jaipur,2016,187.08286933869707,Petrol,Manual,First,24.07,67.1,5,1.0986122886681098,Maruti,Alto
Ahmedabad,2015,228.30462106580322,Diesel,Manual,First,20.34,103.2,5,2.0149030205422647,Volkswagen,Vento
Bangalore,2005,300.0,Diesel,Manual,First,10.5,120.0,8,0.9555114450274363,Mahindra,Scorpio
Mumbai,2018,37.416573867739416,Diesel,Automatic,First,18.56,190.0,5,4.114963849424837,Bmw,X3
Chennai,2009,349.28498393145964,Petrol,Manual,Second,17.0,118.0,5,1.252762968495368,Honda,City
Kochi,2016,145.29280780547947,Petrol,Automatic,First,17.44,189.08,4,3.3655702040190043,Mini,Cooper
Pune,2015,279.28480087537883,Diesel,Automatic,First,13.5,175.56,6,2.70805020110221,Mitsubishi,Pajero
Jaipur,2012,268.32815729997475,Diesel,Manual,First,19.3,73.9,5,1.4469189829363254,Maruti,Swift
Hyderabad,2006,219.08902300206645,Petrol,Automatic,First,8.6,552.0,4,4.07753744390572,Bentley,Continental
Pune,2013,208.532971014178,Diesel,Manual,First,20.77,88.76,7,1.8870696490323797,Maruti,Ertiga
Hyderabad,2007,446.09416046390925,Diesel,Manual,Second,12.8,102.0,7,1.6486586255873816,Toyota,Innova
Chennai,2010,184.39088914585776,Petrol,Manual,First,11.7,178.0,5,2.302585092994046,Mercedes-Benz,New
Bangalore,2016,194.79219696897513,Diesel,Automatic,First,14.84,167.62,5,3.5553480614894135,Mercedes-Benz,New
Mumbai,2017,173.20508075688772,Diesel,Manual,First,22.7,89.84,5,2.169053700369523,Ford,Ecosport
Coimbatore,2015,252.9920947381558,Petrol,Manual,First,17.71,78.9,5,1.5195132049061133,Toyota,Etios
Delhi,2012,248.99799195977465,Petrol,Manual,First,20.36,78.9,5,0.9162907318741551,Hyundai,I10
Kochi,2014,244.71411892246837,Diesel,Automatic,First,12.39,147.51,5,3.001217203784561,Land Rover,Rover
Hyderabad,2011,380.09340957191034,Diesel,Manual,First,12.8,102.0,8,2.0541237336955462,Toyota,Innova
Coimbatore,2011,252.96442437623517,Petrol,Manual,First,18.5,80.0,5,1.2837077723447896,Hyundai,I20
Mumbai,2015,186.8020342501655,Petrol,Automatic,First,19.15,75.94,5,1.5260563034950492,Nissan,Micra
Ahmedabad,2015,311.4530462204536,Diesel,Automatic,First,15.87,308.43,5,4.442651256490317,Bmw,X6
Kolkata,2015,212.13203435596427,Petrol,Automatic,First,16.8,118.0,5,1.6582280766035324,Honda,City
Delhi,2013,212.13203435596427,Diesel,Manual,Second,25.8,98.6,5,1.1939224684724346,Honda,Amaze
Bangalore,2013,316.22776601683796,Diesel,Manual,Second,11.5,171.0,7,2.8763855159214247,Toyota,Fortuner
Delhi,2016,264.5751311064591,Diesel,Automatic,First,12.97,187.7,5,3.5553480614894135,Land Rover,Rover
Coimbatore,2016,192.41361698175106,Diesel,Manual,First,19.67,126.2,5,2.5945081597030812,Hyundai,Creta
Chennai,2012,284.60498941515414,Diesel,Manual,First,25.44,56.3,5,0.9162907318741551,Chevrolet,Beat
Kochi,2017,144.183910336764,Diesel,Automatic,First,11.36,171.5,7,2.9101743851923443,Toyota,Innova
Jaipur,2015,261.361818175494,Diesel,Manual,First,23.4,74.0,5,1.7833912195575383,Maruti,Swift
Mumbai,2015,217.3706511928416,Diesel,Manual,Second,19.67,126.2,5,2.3978952727983707,Hyundai,Creta
Delhi,2014,216.79483388678798,Diesel,Automatic,Second,12.65,255.0,5,4.1705337005796475,Land Rover,Rover
Hyderabad,2017,357.77087639996637,Diesel,Manual,First,25.8,98.6,5,1.840549633397487,Honda,Amaze
Kochi,2017,133.04886320446334,Petrol,Manual,First,15.29,121.3,5,2.479894107964456,Hyundai,Creta
Mumbai,2014,187.04812215042418,Petrol,Automatic,First,18.19,103.5,5,1.7833912195575383,Volkswagen,Vento
Ahmedabad,2017,192.35384061671346,Diesel,Manual,First,26.0,98.6,5,2.3978952727983707,Honda,City
Coimbatore,2017,195.62975233844162,Petrol,Manual,First,15.29,121.3,5,2.528125768907977,Hyundai,Creta
Bangalore,2012,180.3052966498766,Diesel,Manual,Second,20.0,68.0,5,1.3217558399823195,Ford,Figo
Pune,2014,296.6479394838265,Diesel,Automatic,First,14.69,258.0,5,3.295836866004329,Bmw,5 Series
Pune,2012,340.58772731852804,Diesel,Manual,First,10.5,107.2,6,2.2975725511705014,Mitsubishi,Pajero
Jaipur,2013,394.96835316262997,Diesel,Manual,First,19.87,83.8,5,1.4350845252893227,Renault,Duster
Delhi,2010,274.4430724212218,Petrol,Manual,Second,21.1,85.8,5,0.6931471805599453,Maruti,Ritz
Kolkata,2013,167.33200530681512,Petrol,Manual,First,18.9,82.0,5,1.1786549963416462,Hyundai,Grand
Bangalore,2017,128.4523257866513,Diesel,Automatic,First,17.9,136.0,5,3.5263605246161616,Mercedes-Benz,Gla
Coimbatore,2016,275.0218173163722,Diesel,Automatic,First,22.48,190.0,5,3.4134552790576573,Bmw,5 Series
Kochi,2018,181.2567240132073,Petrol,Automatic,First,13.0,121.3,5,2.533696813957432,Hyundai,Creta
Kochi,2019,81.04319835741924,Petrol,Manual,First,25.17,53.3,5,1.6272778305624314,Renault,Kwid
Bangalore,2014,173.20508075688772,Diesel,Automatic,First,14.94,241.4,5,3.1986731175506815,Audi,A4
Kochi,2018,133.43163043296744,Diesel,Manual,Second,28.09,88.5,5,2.075684492802124,Maruti,Ciaz
Delhi,2011,264.13632843666164,Petrol,Manual,First,16.0,90.0,5,1.0647107369924282,Honda,Jazz
Kochi,2016,249.80792621532248,Diesel,Automatic,First,22.69,190.0,5,3.0601145324832593,Bmw,3 Series
Bangalore,2012,311.44823004794875,Diesel,Automatic,Second,19.08,126.32,5,1.8718021769015913,Hyundai,Verna
Coimbatore,2016,235.98093143302913,Diesel,Manual,First,21.38,88.7,5,2.4973291697865574,Hyundai,Creta
Kolkata,2014,130.38404810405297,Petrol,Manual,First,15.04,103.2,5,1.4469189829363254,Volkswagen,Vento
Coimbatore,2017,185.01891795165164,Diesel,Automatic,First,21.76,190.0,5,3.57906458810673,Bmw,3 Series
Chennai,2004,367.4234614174767,Petrol,Automatic,Third & Above,14.4,152.0,5,1.0986122886681098,Honda,Cr-V
Chennai,2012,282.842712474619,Diesel,Manual,First,19.72,108.45,5,1.9095425048844386,Renault,Duster
Bangalore,2014,176.1959136870092,Petrol,Manual,Second,18.6,81.83,5,1.7316555451583497,Hyundai,I20
Pune,2013,240.8318915758459,Diesel,Automatic,Second,16.96,138.03,5,2.0149030205422647,Volkswagen,Jetta
Kochi,2018,188.36135484753765,Diesel,Manual,First,19.67,126.2,5,2.590767040487478,Hyundai,Creta
Hyderabad,2016,249.5736364282093,Diesel,Manual,First,28.09,88.5,5,2.066862759472976,Maruti,Ciaz
Coimbatore,2015,214.85343841791317,Diesel,Manual,First,22.54,88.73,5,1.9430489167742813,Hyundai,I20
Mumbai,2014,95.91663046625439,Petrol,Manual,First,17.01,121.3,5,1.749199854809259,Hyundai,Verna
Kolkata,2012,235.24242814594479,Diesel,Manual,First,22.07,73.9,5,0.9745596399981308,Volkswagen,Polo
Kolkata,2011,235.53343711668626,Diesel,Manual,First,22.07,73.9,5,0.9122827104766164,Volkswagen,Polo
Pune,2007,261.8262782839034,Petrol,Manual,Second,15.0,104.68,5,0.4054651081081644,Maruti,Sx4
Kochi,2016,259.56887332652195,Diesel,Manual,First,24.5,98.6,7,1.8718021769015913,Honda,Mobilio
Hyderabad,2013,204.93901531919198,Diesel,Manual,First,19.64,108.45,5,2.0794415416798357,Renault,Duster
Coimbatore,2019,167.53805537847214,Diesel,Automatic,First,12.9,174.5,7,3.4291367503513968,Toyota,Fortuner
Kochi,2014,305.19501961860385,Diesel,Automatic,First,14.7,181.0,5,2.8419981736119486,Volvo,Xc60
Hyderabad,2014,155.88457268119896,Petrol,Automatic,First,23.1,67.04,5,1.5151272329628591,Maruti,Celerio
Hyderabad,2015,218.82184534456334,Diesel,Manual,Second,26.21,88.5,5,2.0014800002101243,Maruti,Ciaz
Kochi,2013,111.65572085656875,Diesel,Automatic,First,12.8,167.6,5,3.2441536320524693,Audi,Q5
Kolkata,2013,238.08191867506446,Diesel,Automatic,Second,17.05,184.0,5,2.6026896854443837,Bmw,X1
Bangalore,2013,194.93588689617928,Petrol,Manual,First,15.6,70.0,5,1.2669476034873244,Ford,Figo
Ahmedabad,2018,187.08286933869707,Diesel,Manual,First,22.7,126.2,5,2.70805020110221,Hyundai,Elantra
Pune,2007,282.842712474619,Petrol,Manual,Second,13.9,103.2,5,0.6678293725756554,Hyundai,Verna
Pune,2006,353.5533905932738,Petrol,Manual,Second,13.5,130.0,5,0.8329091229351039,Honda,Civic
Chennai,2013,350.71355833500365,Diesel,Manual,Second,12.55,168.5,7,2.70805020110221,Toyota,Fortuner
Chennai,2012,264.5751311064591,Petrol,Manual,First,20.36,78.9,5,1.1474024528375417,Hyundai,I10
Hyderabad,2012,296.6175989384312,Diesel,Manual,First,21.64,84.8,5,1.6094379124341003,Nissan,Sunny
Jaipur,2013,201.77710474679728,Diesel,Automatic,Second,18.12,190.0,5,3.2088254890146994,Bmw,5 Series
Pune,2008,288.09720581775866,Diesel,Manual,Second,16.52,123.7,5,0.9555114450274363,Chevrolet,Optra
Ahmedabad,2011,293.2575659723036,Petrol,Manual,First,20.36,78.9,5,1.3217558399823195,Hyundai,I10
Ahmedabad,2009,244.95305672720232,Diesel,Manual,Second,17.5,106.0,5,1.5789787049493917,Skoda,Laura
Jaipur,2013,244.94897427831782,Diesel,Automatic,First,10.0,170.0,5,3.295836866004329,Mercedes-Benz,E-Class
Kolkata,2014,290.9931270666027,Diesel,Manual,First,25.8,98.6,5,1.0986122886681098,Honda,Amaze
Delhi,2017,151.65750888103102,Diesel,Automatic,First,20.68,190.0,5,3.3586377672433594,Bmw,X1
Hyderabad,2016,285.34890923218893,Diesel,Manual,First,12.99,100.6,8,2.673458756332591,Toyota,Innova
Delhi,2013,190.78784028338913,Diesel,Automatic,First,7.5,394.3,4,4.276666119016055,Porsche,Panamera
Chennai,2012,264.5751311064591,Diesel,Manual,Second,22.71,84.8,5,1.3862943611198906,Nissan,Sunny
Delhi,2015,200.0,Diesel,Manual,Second,26.59,74.0,5,1.5040773967762742,Maruti,Swift
Mumbai,2019,24.49489742783178,Petrol,Automatic,First,21.5,81.8,5,1.8325814637483102,Maruti,WagonR
Pune,2015,255.5777768116782,Diesel,Automatic,Second,16.96,138.03,5,2.4423470353692043,Volkswagen,Jetta
Pune,2009,281.0693864511039,Petrol,Manual,Third & Above,9.8,180.0,5,1.1314021114911006,Honda,Accord
Mumbai,2018,70.71067811865476,Petrol,Manual,First,17.8,117.3,5,2.3135250330323798,Honda,City
Coimbatore,2019,77.64019577512668,Petrol,Manual,First,17.01,121.3,5,2.4458192610799534,Hyundai,Verna
Delhi,2006,293.2575659723036,Petrol,Manual,Second,18.9,67.1,5,0.0,Maruti,WagonR
Kolkata,2013,400.0,Diesel,Manual,Second,23.4,74.0,5,0.9162907318741551,Maruti,Swift
Kochi,2011,244.88160404571022,Petrol,Automatic,First,9.74,208.0,5,2.8903717578961645,Audi,Q5
Coimbatore,2018,207.67041195124548,Diesel,Manual,First,23.59,67.04,5,1.9242486522741338,Toyota,Etios
Kochi,2012,256.3727754657269,Petrol,Manual,First,19.81,68.05,5,1.0885619528146082,Hyundai,I10
Pune,2013,264.5751311064591,Petrol,Manual,First,17.01,121.3,5,1.55814461804655,Hyundai,Verna
Coimbatore,2018,199.65219758369804,Diesel,Manual,First,20.14,88.8,5,1.998773638612381,Volkswagen,Polo
Delhi,2017,128.39392508993564,Diesel,Automatic,First,22.48,187.74,5,3.755369195382769,Bmw,5 Series
Bangalore,2010,278.08631753468205,Diesel,Manual,Second,23.0,90.0,5,1.2947271675944,Hyundai,I20
Kochi,2017,132.24598292575845,Petrol,Automatic,First,18.9,82.0,5,1.7900914121273581,Hyundai,Grand
Pune,2012,353.5533905932738,Diesel,Automatic,First,11.5,169.0,7,2.6026896854443837,Toyota,Fortuner
Chennai,2016,187.42731924668826,Petrol,Automatic,First,21.4,83.1,5,1.9459101490553132,Maruti,Baleno
Hyderabad,2016,151.59815302304972,Petrol,Automatic,First,13.0,121.3,5,2.3933394562625097,Hyundai,Creta
Pune,2013,233.45235059857504,Petrol,Manual,Third & Above,20.36,78.9,5,1.0818051703517284,Hyundai,I10
Ahmedabad,2017,127.41663941573722,Diesel,Manual,First,24.7,69.0,5,1.7047480922384253,Tata,Tigor
Kochi,2017,271.36875280695085,Petrol,Automatic,First,14.67,177.46,5,2.837908188360424,Skoda,Superb
Hyderabad,2015,244.07375934335914,Diesel,Manual,First,26.59,74.0,5,1.9242486522741338,Maruti,Swift
Jaipur,2014,335.8973057349523,Petrol,Automatic,First,13.1,141.1,5,2.3513752571634776,Honda,Cr-V
Hyderabad,2010,343.51128074635335,Diesel,Manual,First,12.8,102.0,8,2.169053700369523,Toyota,Innova
Kolkata,2010,244.94897427831782,Petrol,Manual,First,17.0,118.0,5,0.9932517730102834,Honda,City
Mumbai,2012,273.9689763458629,Petrol,Automatic,First,17.0,121.3,5,1.4469189829363254,Hyundai,Verna
Pune,2018,54.772255750516614,Diesel,Manual,First,23.59,67.04,5,2.066862759472976,Toyota,Etios
Delhi,2011,279.28480087537883,Petrol,Automatic,Second,13.7,157.75,5,1.5040773967762742,Skoda,Superb
Kolkata,2012,216.79483388678798,Diesel,Manual,First,21.64,84.8,5,1.3862943611198906,Nissan,Sunny
Delhi,2012,204.93901531919198,Petrol,Manual,First,17.0,118.0,5,1.55814461804655,Honda,City
Kolkata,2018,82.58329128825031,Diesel,Manual,First,22.54,88.76,5,2.0347056478384444,Hyundai,Elite
Kochi,2013,234.89572154468885,Petrol,Manual,Second,17.4,104.0,5,1.244154593958768,Chevrolet,Optra
Kochi,2016,199.63466632827075,Petrol,Manual,First,18.0,86.7,5,1.7298840655099674,Honda,Amaze
Kolkata,2013,154.91933384829667,Petrol,Manual,First,16.47,73.9,5,1.0818051703517284,Volkswagen,Polo
Jaipur,2016,234.5207879911715,Diesel,Manual,First,22.9,74.0,5,1.7316555451583497,Maruti,Swift
Kochi,2012,214.10277905716217,Diesel,Automatic,First,11.4,153.86,7,2.1294214739848565,Ford,Endeavour
Pune,2006,393.70039370059055,Petrol,Manual,Third & Above,15.4,94.0,5,-0.16251892949777494,Maruti,Baleno
Pune,2003,353.5533905932738,Petrol,Manual,Second,18.9,67.1,5,-0.2231435513142097,Maruti,WagonR
Coimbatore,2014,230.11084285622005,Diesel,Manual,First,20.14,88.0,5,1.7316555451583497,Volkswagen,Polo
Kolkata,2013,221.35943621178654,Petrol,Manual,First,17.1,121.3,5,1.5040773967762742,Hyundai,Verna
Ahmedabad,2015,228.0350850198276,Diesel,Manual,First,28.09,88.5,5,1.9315214116032138,Maruti,Ciaz
Jaipur,2013,346.41737831696605,Diesel,Manual,First,21.64,84.8,5,1.3862943611198906,Nissan,Sunny
Mumbai,2015,181.6590212458495,Petrol,Manual,First,15.0,103.52,5,1.7227665977411035,Skoda,Rapid
Delhi,2016,354.96478698597696,Petrol,Manual,First,15.1,73.0,7,0.7884573603642703,Maruti,Eeco
Bangalore,2013,258.2634314028992,Petrol,Manual,First,15.0,103.5,5,1.3862943611198906,Skoda,Rapid
Jaipur,2014,349.28498393145964,Diesel,Manual,Second,12.55,168.5,7,2.772588722239781,Toyota,Fortuner
Mumbai,2016,170.29386365926402,Diesel,Manual,First,19.67,126.2,5,2.533696813957432,Hyundai,Creta
Kochi,2014,205.70610102765548,Petrol,Manual,First,18.5,82.9,5,1.5665304114228238,Hyundai,I20
Mumbai,2015,148.32734070291963,CNG,Manual,First,26.6,58.16,5,1.2947271675944,Maruti,WagonR
Kochi,2016,290.82640870457413,Diesel,Manual,First,26.0,98.6,5,1.9213246735826988,Honda,City
Jaipur,2002,273.8612787525831,Petrol,Manual,First,16.1,37.0,4,-0.6733445532637656,Maruti,800
Pune,2006,291.547594742265,Petrol,Manual,Second,13.8,70.0,5,-0.37106368139083207,Ford,Ikon
Delhi,2015,155.8717421471897,Petrol,Manual,First,20.85,83.14,5,1.536867219599265,Maruti,Swift
Kolkata,2014,200.0,Petrol,Manual,First,16.8,116.3,5,1.8702625307159986,Honda,City
Chennai,2009,253.99606296161363,Diesel,Manual,First,16.8,110.0,5,1.0647107369924282,Hyundai,Verna
Delhi,2016,187.08286933869707,Petrol,Manual,First,17.01,121.3,5,2.0014800002101243,Hyundai,Verna
Bangalore,2016,202.48456731316588,Petrol,Manual,Second,25.17,53.3,5,1.1786549963416462,Renault,Kwid
Ahmedabad,2008,245.19991843391793,Petrol,Manual,Second,18.9,67.1,5,0.6678293725756554,Maruti,WagonR
Jaipur,2015,230.21728866442677,Petrol,Manual,Second,18.9,82.0,5,1.3862943611198906,Hyundai,Grand
Delhi,2017,94.86832980505137,Petrol,Manual,First,18.6,81.83,5,1.9242486522741338,Hyundai,I20
Coimbatore,2015,231.29418496797535,Petrol,Manual,First,18.0,86.7,5,1.6956156086751528,Honda,Amaze
Hyderabad,2007,260.76809620810593,Diesel,Manual,First,17.8,68.0,5,0.688134638736401,Ford,Fiesta
Hyderabad,2014,254.95097567963924,Diesel,Automatic,First,19.08,126.32,5,2.196112848483529,Hyundai,Verna
Kolkata,2014,212.49705880317498,Diesel,Manual,First,23.59,67.04,5,1.8718021769015913,Toyota,Etios
Coimbatore,2018,141.5132502630054,Petrol,Automatic,First,19.0,88.7,5,2.2267833795777636,Honda,Jazz
Ahmedabad,2015,244.94897427831782,Diesel,Manual,First,23.9,126.2,5,1.944480556245719,Hyundai,Verna
Coimbatore,2019,126.39620247459969,Diesel,Automatic,First,17.9,136.0,5,3.6044102974874863,Mercedes-Benz,Cla
Kochi,2017,174.7083283647348,Petrol,Automatic,First,14.7,177.5,5,2.837908188360424,Skoda,Octavia
Kolkata,2013,162.17274740226856,Diesel,Manual,First,25.44,57.6,5,1.0296194171811581,Chevrolet,Beat
Kolkata,2011,256.9046515733026,Diesel,Manual,First,22.07,73.9,5,0.9122827104766164,Volkswagen,Polo
Jaipur,2016,264.5751311064591,Diesel,Manual,First,23.65,88.5,5,2.180417459019838,Maruti,Sx4
Ahmedabad,2011,214.47610589527216,Petrol,Manual,First,16.8,116.3,5,1.423108334242607,Honda,City
Hyderabad,2017,167.33200530681512,Diesel,Manual,First,20.64,108.5,5,2.302585092994046,Volkswagen,Vento
Delhi,2017,214.47610589527216,Petrol,Manual,First,18.9,81.86,5,1.55814461804655,Hyundai,Grand
Jaipur,2017,181.6590212458495,Petrol,Automatic,First,24.04,67.0,5,1.1631508098056809,Renault,Kwid
Kochi,2017,166.48723674804626,Petrol,Manual,First,22.74,47.3,5,1.1878434223960523,Maruti,Alto
Bangalore,2013,240.8318915758459,Petrol,Manual,First,15.8,110.0,5,2.0149030205422647,Ford,Ecosport
Coimbatore,2018,182.07141456033125,Petrol,Manual,First,21.4,83.1,5,2.0001277349601105,Maruti,Baleno
Pune,2013,277.48873851023217,Diesel,Manual,First,23.2,73.94,5,1.2947271675944,Maruti,Ritz
Chennai,2007,264.5751311064591,Diesel,Automatic,First,11.0,198.5,5,2.3978952727983707,Mercedes-Benz,E-Class
Kolkata,2012,311.44823004794875,Diesel,Manual,First,23.2,73.94,5,1.0986122886681098,Maruti,Ritz
Chennai,2012,274.40845468024486,Diesel,Manual,Second,25.44,57.6,5,0.8109302162163288,Chevrolet,Beat
Kochi,2010,264.42012026319026,Petrol,Manual,First,15.5,103.3,5,1.0402767116551463,Maruti,Sx4
Coimbatore,2019,68.70953354520753,Petrol,Manual,First,14.0,35.0,5,1.4134230285081433,Maruti,Omni
Kolkata,2014,197.89643756268075,Diesel,Manual,First,13.5,178.0,7,2.6878474937846906,Mitsubishi,Pajero
Pune,2013,282.842712474619,Petrol,Automatic,First,13.0,210.0,5,3.2188758248682006,Mercedes-Benz,S Class
Bangalore,2015,256.9046515733026,Diesel,Manual,First,25.44,56.3,5,0.8544153281560676,Chevrolet,Beat
Coimbatore,2017,190.14205216100936,Diesel,Manual,Second,25.83,99.0,5,1.8578592709325787,Ford,Figo
Ahmedabad,2012,184.39088914585776,Petrol,Manual,First,17.4,117.3,5,1.749199854809259,Honda,City
Chennai,2016,244.94897427831782,Diesel,Automatic,Second,17.9,136.0,5,2.865053949911875,Mercedes-Benz,Gla
Jaipur,2015,178.88543819998318,Diesel,Manual,First,21.38,88.7,5,2.327277705584417,Hyundai,Creta
Kochi,2012,282.81619472724685,Diesel,Manual,First,17.8,67.0,5,1.1505720275988207,Ford,Fiesta
Bangalore,2014,193.90719429665316,Diesel,Automatic,Second,16.55,147.51,5,3.1135153092103742,Audi,A4
Kochi,2015,178.7875834614921,Petrol,Manual,First,19.81,68.05,5,1.2669476034873244,Hyundai,I10
Kochi,2010,265.98684177981437,Petrol,Automatic,First,12.05,154.0,5,2.288486168614544,Bmw,3 Series
Chennai,2013,194.93588689617928,Diesel,Automatic,First,16.46,258.0,5,3.8066624897703196,Bmw,7 Series
Kochi,2017,203.79892050744527,Petrol,Manual,First,17.01,121.3,5,2.0781907597781832,Hyundai,Verna
Jaipur,2017,233.35595128472727,Diesel,Automatic,First,22.0,108.495,5,1.8718021769015913,Volkswagen,Ameo
Kolkata,2007,204.93901531919198,Petrol,Manual,First,14.49,92.7,5,-0.2876820724517809,Chevrolet,Aveo
Coimbatore,2018,228.19509197175998,Diesel,Manual,Second,18.3,147.9,5,2.28949985344539,Chevrolet,Cruze
Kochi,2018,200.43702252827444,Diesel,Manual,Second,22.54,88.73,5,1.8500283773520307,Hyundai,I20
Mumbai,2017,128.46400274006723,Petrol,Automatic,First,16.0,117.3,7,2.2512917986064953,Honda,Brv
Kochi,2017,122.59282197584001,Petrol,Manual,First,19.1,82.0,5,1.80005827204275,Hyundai,Xcent
Mumbai,2013,161.86414056238647,CNG,Manual,First,30.46,47.3,5,0.7654678421395714,Maruti,Alto
Hyderabad,2015,276.33675108461415,Diesel,Manual,First,24.0,70.0,5,1.7047480922384253,Hyundai,Grand
Kolkata,2007,136.74794331177344,Petrol,Manual,Second,19.7,46.3,5,0.22314355131420976,Maruti,Alto
Coimbatore,2015,259.97115224578283,Diesel,Manual,First,12.99,100.6,7,2.4840729690394228,Toyota,Innova
Mumbai,2010,238.74672772626644,Petrol,Automatic,Second,16.95,78.9,5,0.9162907318741551,Hyundai,I10
Kochi,2019,149.40214188558343,Petrol,Automatic,First,18.0,117.3,5,2.4561641809223462,Honda,City
Jaipur,1998,308.4639363037436,Petrol,Manual,Third & Above,17.3,60.0,5,-0.6348782724359695,Maruti,Zen
Kolkata,2015,190.86120611585793,Petrol,Manual,First,20.51,67.04,5,1.1314021114911006,Maruti,WagonR
Hyderabad,2012,271.1088342345192,Diesel,Manual,Second,20.0,68.0,5,0.9555114450274363,Ford,Figo
Kochi,2015,217.33384458017576,Petrol,Manual,First,18.0,86.7,5,1.6272778305624314,Honda,Amaze
Hyderabad,2008,249.72785187079154,Petrol,Manual,First,13.2,94.0,5,0.8329091229351039,Hyundai,Accent
Pune,2012,298.328677803526,Diesel,Manual,First,22.32,126.32,5,1.791759469228055,Hyundai,Verna
Ahmedabad,2013,242.1838144880867,Diesel,Manual,First,25.2,74.0,5,1.4816045409242156,Maruti,Swift
Delhi,2013,173.20508075688772,Petrol,Automatic,Second,14.8,120.7,5,2.3978952727983707,Mercedes-Benz,B Class
Coimbatore,2014,253.06520898772317,Diesel,Manual,First,17.3,163.7,5,1.7404661748405046,Chevrolet,Cruze
Chennai,2013,346.41016151377545,Diesel,Automatic,First,20.0,138.1,5,1.9387416595767009,Skoda,Laura
Hyderabad,2014,300.0,Diesel,Manual,First,12.05,120.0,8,2.066862759472976,Mahindra,Scorpio
Kochi,2018,175.30829986055994,Diesel,Automatic,First,20.68,190.0,5,3.3775875160230218,Bmw,X1
Kolkata,2009,208.806130178211,Petrol,Automatic,First,10.93,272.0,5,2.3263016196113617,Mercedes-Benz,E-Class
Pune,2010,267.3443472377899,Petrol,Automatic,Second,13.7,157.75,5,1.6770965609079151,Skoda,Superb
Mumbai,2014,197.48417658131498,Petrol,Automatic,Second,16.5,86.8,5,1.2499017362143359,Honda,Brio
